ref,dis,mos
271.png,271_len5_len2_st_1.png,3.0
90.png,90_len5_len2_bd_1.png,3.2
325.png,325_len3_gb_2.png,2.6
140.png,140_len4_len6_st_1.png,2.3
232.png,232_len2_len5_gn_2.png,2.8
331.png,331_len3_len5_gb_1.png,2.6
156.png,156_len1_gb_3.png,3.2
259.png,259_len5_len2_gn_3.png,2.0
86.png,86_len4_len1_st_1.png,2.9
199.png,199_len2_len5_bd_3.png,2.111111111
347.png,347_len3_bd_3.png,2.2
15.png,15_len2_len4_st_2.png,1.666666667
28.png,28_len2_gn_2.png,2.875
249.png,249_len2_len5_gn_2.png,2.333333333
326.png,326_len5_bd_2.png,3.2
116.png,116_len6_bd_2.png,2.5
99.png,99_len6_bd_3.png,2.444444444
211.png,211_len6_bd_1.png,3.2
326.png,326_len5_bd_1.png,3.2
42.png,42_len3_len1_gb_3.png,2.5
53.png,53_len4_gn_1.png,3.222222222
216.png,216_len2_len5_st_2.png,1.8
202.png,202_len2_len5_gb_3.png,2.111111111
118.png,118_len3_st_1.png,3.333333333
150.png,150_len2_len5_bd_1.png,2.8
187.png,187_len5_gb_1.png,4.2
86.png,86_len4_len1_gn_2.png,3.2
285.png,285_len1_gb_1.png,3.222222222
168.png,168_len5_bd_2.png,2.9
414.png,414_len2_len5_gn_1.png,3.5
129.png,129_len2_gn_2.png,3.1
333.png,333_len3_len5_gb_1.png,3.222222222
264.png,264_len2_len4_gn_1.png,3.2
388.png,388_len3_len6_gn_3.png,2.3
342.png,342_len3_st_3.png,2.222222222
371.png,371_len3_gn_2.png,3.2
29.png,29_len6_st_2.png,2.25
139.png,139_len6_st_3.png,2.4
30.png,30_len5_bd_3.png,2.0
308.png,308_len1_gn_1.png,3.6
118.png,118_len3_len6_gb_1.png,3.444444444
159.png,159_len4_len1_bd_1.png,2.9
354.png,354_len5_len3_st_1.png,2.7
44.png,44_len2_gb_2.png,3.111111111
200.png,200_len3_len6_st_2.png,1.8
38.png,38_len5_len1_bd_1.png,2.7
78.png,78_len4_gn_3.png,3.2
139.png,139_len6_len3_gn_3.png,2.1
282.png,282_len1_bd_2.png,2.6
319.png,319_len3_len6_st_1.png,2.1
332.png,332_len4_bd_3.png,2.1
233.png,233_len4_len1_bd_2.png,2.7
18.png,18_len5_bd_3.png,2.5
37.png,37_len5_len2_gn_1.png,3.555555556
96.png,96_len2_len6_st_2.png,1.2
12.png,12_len1_gb_3.png,2.6
386.png,386_len5_st_2.png,3.4
85.png,85_len2_gb_3.png,2.3
99.png,99_len6_len2_bd_1.png,2.888888889
422.png,422_len2_len5_st_3.png,2.222222222
124.png,124_len3_len6_gn_3.png,1.444444444
35.png,35_len4_bd_2.png,3.2
382.png,382_len4_len1_bd_1.png,2.2
284.png,284_len1_gn_2.png,2.8
378.png,378_len3_st_3.png,3.1
426.png,426_len5_len2_bd_3.png,1.555555556
430.png,430_len4_len1_gn_1.png,3.555555556
142.png,142_len6_gb_2.png,2.5
253.png,253_len2_bd_3.png,2.666666667
251.png,251_len2_len6_gn_2.png,3.0
154.png,154_len3_gb_2.png,3.25
301.png,301_len2_len6_gb_1.png,3.25
260.png,260_len4_len6_gn_2.png,3.0
299.png,299_len1_len4_bd_1.png,3.3
53.png,53_len4_len1_bd_1.png,2.5
48.png,48_len4_len1_st_2.png,2.666666667
377.png,377_len4_len2_bd_3.png,1.2
137.png,137_len4_bd_3.png,3.333333333
164.png,164_len6_bd_1.png,2.5
370.png,370_len2_len6_gn_1.png,3.2
124.png,124_len3_len6_bd_1.png,3.2
198.png,198_len2_bd_2.png,2.888888889
340.png,340_len3_bd_3.png,2.2
340.png,340_len3_gb_3.png,1.9
224.png,224_len3_st_1.png,3.0
182.png,182_len1_gn_1.png,3.6
114.png,114_len1_gb_1.png,2.8
372.png,372_len3_st_3.png,1.8
206.png,206_len2_len5_gn_3.png,1.888888889
89.png,89_len2_len5_gb_3.png,2.0
351.png,351_len2_len6_st_1.png,2.2
53.png,53_len4_bd_1.png,3.5
38.png,38_len5_gb_2.png,3.444444444
252.png,252_len2_len5_gb_3.png,1.8
329.png,329_len3_len1_gb_1.png,2.555555556
8.png,8_len1_gn_2.png,3.0
226.png,226_len5_bd_3.png,2.5
349.png,349_len3_gb_2.png,3.3
144.png,144_len2_len5_st_3.png,2.5
285.png,285_len1_gn_2.png,2.4
2.png,2_len2_len5_gb_2.png,2.125
293.png,293_len6_len3_gb_2.png,2.6
198.png,198_len2_gn_3.png,3.0
175.png,175_len5_st_1.png,3.8
380.png,380_len2_st_3.png,2.333333333
234.png,234_len5_gb_1.png,3.2
242.png,242_len1_len4_gb_2.png,2.9
94.png,94_len5_len2_st_2.png,2.2
284.png,284_len1_len4_gb_1.png,3.4
239.png,239_len4_len1_st_3.png,2.3
247.png,247_len1_st_2.png,2.444444444
19.png,19_len2_len6_gb_1.png,3.3
114.png,114_len1_len4_gn_3.png,2.7
153.png,153_len1_len4_st_1.png,2.888888889
420.png,420_len3_gn_3.png,2.8
57.png,57_len1_len4_gb_3.png,1.8
273.png,273_len3_len6_st_3.png,1.8
307.png,307_len4_len2_st_2.png,1.8
372.png,372_len3_gb_3.png,2.2
364.png,364_len3_len6_gn_1.png,3.1
130.png,130_len2_st_3.png,2.25
191.png,191_len2_gb_2.png,2.2
68.png,68_len3_gb_1.png,3.1
99.png,99_len6_bd_2.png,3.1
87.png,87_len3_len6_gb_2.png,2.8
180.png,180_len3_len6_st_2.png,2.2
168.png,168_len5_st_1.png,3.1
216.png,216_len2_len5_st_1.png,2.8
285.png,285_len1_gb_3.png,2.3
304.png,304_len3_len6_gn_3.png,2.375
218.png,218_len5_bd_3.png,2.3
89.png,89_len2_gb_1.png,3.9
302.png,302_len2_len6_st_3.png,1.8
270.png,270_len1_bd_2.png,2.888888889
105.png,105_len5_bd_3.png,2.0
107.png,107_len1_len4_bd_3.png,1.9
70.png,70_len1_len4_gn_2.png,2.6
322.png,322_len1_len3_gb_3.png,2.222222222
282.png,282_len1_len4_st_3.png,1.7
429.png,429_len1_st_3.png,2.1
418.png,418_len5_len3_gb_1.png,3.4
301.png,301_len2_bd_3.png,2.2
144.png,144_len2_gb_3.png,2.555555556
109.png,109_len3_st_1.png,3.4
158.png,158_len2_len5_st_3.png,2.375
340.png,340_len3_gn_1.png,3.444444444
229.png,229_len1_bd_3.png,2.777777778
354.png,354_len5_len3_bd_2.png,2.5
65.png,65_len4_len1_gn_2.png,2.5
158.png,158_len2_st_3.png,3.444444444
228.png,228_len5_len2_bd_1.png,2.5
320.png,320_len3_len6_bd_2.png,1.8
404.png,404_len3_len1_bd_2.png,2.333333333
134.png,134_len4_len1_bd_2.png,2.1
199.png,199_len2_len5_gb_2.png,1.8
165.png,165_len4_len1_st_1.png,2.444444444
383.png,383_len3_st_3.png,4.0
3.png,3_len5_len2_bd_1.png,3.5
182.png,182_len1_len4_gn_3.png,1.8
414.png,414_len2_bd_3.png,2.222222222
189.png,189_len4_st_3.png,2.6
225.png,225_len3_len6_gb_2.png,2.111111111
241.png,241_len4_bd_3.png,2.2
61.png,61_len4_len1_gb_1.png,3.0
353.png,353_len2_gn_3.png,2.8
251.png,251_len2_st_3.png,2.2
180.png,180_len3_st_2.png,1.9
156.png,156_len1_len4_gn_2.png,2.9
205.png,205_len3_len6_bd_1.png,2.777777778
405.png,405_len3_bd_2.png,2.777777778
91.png,91_len4_len6_gb_1.png,3.3
98.png,98_len3_bd_2.png,2.6
378.png,378_len3_len5_st_1.png,3.2
381.png,381_len1_len4_bd_3.png,2.4
402.png,402_len3_gn_2.png,3.333333333
259.png,259_len5_st_2.png,2.2
293.png,293_len6_len3_gn_3.png,2.2
288.png,288_len4_len1_gn_3.png,2.8
375.png,375_len1_len4_st_2.png,2.0
349.png,349_len3_gn_2.png,2.9
174.png,174_len6_gn_3.png,2.5
121.png,121_len1_gb_1.png,3.375
272.png,272_len3_bd_1.png,2.75
144.png,144_len2_len5_bd_3.png,2.4
160.png,160_len1_bd_1.png,4.2
7.png,7_len4_gb_3.png,2.4
9.png,9_len6_st_3.png,2.5
346.png,346_len1_st_2.png,2.0
335.png,335_len5_len3_bd_2.png,2.7
77.png,77_len5_gn_2.png,3.5
387.png,387_len1_len4_gn_2.png,2.666666667
155.png,155_len2_len5_st_2.png,1.2
307.png,307_len4_len2_gn_2.png,2.4
160.png,160_len1_len4_gb_3.png,1.75
38.png,38_len5_gb_3.png,2.6
111.png,111_len5_len2_gb_1.png,3.3
426.png,426_len2_st_1.png,3.0
87.png,87_len3_len6_bd_2.png,2.8
352.png,352_len4_bd_1.png,3.7
269.png,269_len3_len5_st_2.png,2.7
237.png,237_len3_st_2.png,2.4
328.png,328_len2_len5_gn_3.png,2.2
275.png,275_len3_len6_bd_1.png,3.0
208.png,208_len4_bd_3.png,2.2
294.png,294_len2_len5_gn_1.png,3.0
98.png,98_len3_len6_gn_1.png,3.444444444
218.png,218_len5_st_2.png,2.0
151.png,151_len3_len1_gn_1.png,2.714285714
53.png,53_len4_bd_2.png,2.555555556
173.png,173_len4_len1_gn_1.png,2.888888889
220.png,220_len3_len6_gb_2.png,2.0
42.png,42_len3_len1_gn_2.png,2.8
119.png,119_len3_gn_1.png,3.555555556
68.png,68_len3_len5_gb_3.png,2.555555556
281.png,281_len4_bd_3.png,2.444444444
85.png,85_len2_len5_bd_2.png,2.111111111
301.png,301_len2_len6_st_2.png,2.222222222
297.png,297_len2_bd_3.png,2.0
92.png,92_len5_len1_gb_3.png,2.2
226.png,226_len5_bd_2.png,3.1
236.png,236_len5_gn_3.png,3.0
397.png,397_len6_bd_3.png,2.1
144.png,144_len2_bd_1.png,3.2
317.png,317_len5_len1_bd_1.png,2.111111111
8.png,8_len1_len4_st_2.png,1.6
146.png,146_len4_len1_gb_1.png,3.2
115.png,115_len6_st_3.png,2.777777778
297.png,297_len2_len4_st_2.png,2.0
345.png,345_len2_gb_2.png,2.625
34.png,34_len3_gb_1.png,3.1
89.png,89_len2_gb_2.png,3.25
420.png,420_len3_len6_gb_1.png,2.8
343.png,343_len3_len5_st_3.png,2.444444444
337.png,337_len3_len6_st_2.png,2.2
322.png,322_len1_len3_gn_3.png,2.0
125.png,125_len2_len4_gn_3.png,2.888888889
245.png,245_len2_len5_st_3.png,2.333333333
318.png,318_len4_len6_st_2.png,2.285714286
393.png,393_len3_len6_gn_3.png,2.444444444
124.png,124_len3_len6_st_1.png,2.9
70.png,70_len1_gn_3.png,3.0
107.png,107_len1_gn_3.png,2.9
356.png,356_len6_len3_bd_3.png,1.9
97.png,97_len4_bd_2.png,3.2
421.png,421_len3_len6_gb_3.png,2.2
12.png,12_len1_len4_st_1.png,2.888888889
358.png,358_len6_gn_3.png,2.6
416.png,416_len3_st_3.png,2.555555556
71.png,71_len4_len1_gb_3.png,1.7
220.png,220_len3_len6_bd_2.png,2.6
373.png,373_len2_gn_2.png,2.8
317.png,317_len5_gn_2.png,3.1
413.png,413_len2_bd_1.png,3.555555556
240.png,240_len5_bd_2.png,2.8
103.png,103_len1_len4_st_2.png,2.7
331.png,331_len3_st_3.png,1.888888889
89.png,89_len2_len5_gn_1.png,4.0
80.png,80_len3_len5_gb_3.png,2.0
420.png,420_len3_bd_2.png,3.0
175.png,175_len5_gb_1.png,3.8
20.png,20_len3_bd_2.png,3.375
120.png,120_len1_bd_3.png,2.4
256.png,256_len4_gb_2.png,2.4
138.png,138_len4_len1_gb_1.png,2.75
248.png,248_len2_gn_1.png,3.7
404.png,404_len3_len1_bd_3.png,2.0
306.png,306_len2_len5_gb_1.png,2.7
352.png,352_len4_gb_1.png,3.222222222
188.png,188_len2_gn_3.png,2.5
379.png,379_len5_len3_gb_2.png,2.222222222
181.png,181_len2_len5_st_1.png,2.7
74.png,74_len6_bd_1.png,2.3
385.png,385_len5_len2_gb_2.png,3.0
154.png,154_len3_len6_bd_3.png,2.333333333
320.png,320_len3_len6_gb_2.png,2.2
300.png,300_len2_bd_1.png,3.4
86.png,86_len4_len1_bd_2.png,2.0
416.png,416_len3_gb_2.png,3.4
254.png,254_len1_bd_1.png,3.0
311.png,311_len5_len3_gn_2.png,3.2
216.png,216_len2_len5_gb_2.png,2.2
338.png,338_len2_bd_1.png,2.777777778
351.png,351_len2_gn_3.png,2.8
402.png,402_len3_len6_gb_1.png,3.1
312.png,312_len5_len3_bd_3.png,1.8
306.png,306_len2_gn_2.png,2.8
119.png,119_len3_len6_gn_1.png,3.4
258.png,258_len2_len5_gn_2.png,2.9
188.png,188_len2_len5_gn_3.png,2.4
272.png,272_len3_gb_2.png,2.8
307.png,307_len4_st_1.png,3.111111111
106.png,106_len6_gn_2.png,2.8
269.png,269_len3_bd_1.png,3.333333333
126.png,126_len1_st_2.png,3.1
44.png,44_len2_gb_1.png,3.444444444
32.png,32_len2_gb_2.png,3.333333333
166.png,166_len4_len1_bd_2.png,2.4
213.png,213_len4_bd_2.png,2.888888889
106.png,106_len6_st_3.png,2.2
352.png,352_len4_gb_2.png,3.0
287.png,287_len4_gn_3.png,2.4
208.png,208_len4_len1_bd_1.png,2.444444444
90.png,90_len5_st_3.png,2.666666667
258.png,258_len2_len5_gn_1.png,3.5
399.png,399_len2_len5_bd_2.png,2.2
209.png,209_len3_gb_1.png,3.222222222
240.png,240_len5_bd_1.png,3.777777778
214.png,214_len3_gn_2.png,3.666666667
332.png,332_len4_len1_st_1.png,3.4
430.png,430_len4_len1_st_2.png,2.625
255.png,255_len5_len1_gn_3.png,2.8
263.png,263_len3_len6_gn_1.png,3.2
245.png,245_len2_len5_gn_1.png,3.444444444
341.png,341_len2_gb_2.png,2.8
186.png,186_len2_len5_st_3.png,2.0
383.png,383_len3_len1_bd_3.png,2.75
341.png,341_len2_len6_st_3.png,2.6
123.png,123_len4_gn_3.png,3.3
342.png,342_len3_len6_gb_1.png,3.2
273.png,273_len3_st_1.png,2.7
231.png,231_len1_len4_gn_1.png,3.555555556
397.png,397_len6_len2_bd_3.png,2.1
116.png,116_len6_len2_st_3.png,1.75
385.png,385_len5_gb_1.png,3.222222222
357.png,357_len5_gb_3.png,2.222222222
26.png,26_len3_len6_gn_3.png,2.6
116.png,116_len6_len2_st_1.png,3.4
184.png,184_len6_len3_gn_1.png,3.111111111
104.png,104_len1_gb_2.png,3.2
68.png,68_len3_len5_st_2.png,2.4
319.png,319_len3_gb_3.png,2.3
204.png,204_len4_bd_3.png,1.8
336.png,336_len4_gn_1.png,3.555555556
291.png,291_len3_len6_gb_1.png,3.3
298.png,298_len3_gb_1.png,3.4
346.png,346_len1_len3_st_2.png,2.2
86.png,86_len4_gb_3.png,2.222222222
223.png,223_len3_st_2.png,3.7
27.png,27_len1_len4_st_1.png,2.5
39.png,39_len3_len1_st_3.png,1.6
252.png,252_len2_len5_bd_3.png,1.625
70.png,70_len1_len4_st_2.png,1.6
344.png,344_len2_len5_gn_1.png,3.0
364.png,364_len3_len6_gb_1.png,3.2
70.png,70_len1_bd_2.png,3.2
281.png,281_len4_st_2.png,2.25
156.png,156_len1_bd_2.png,3.2
300.png,300_len2_gb_1.png,3.666666667
185.png,185_len6_bd_3.png,2.8
360.png,360_len2_len6_gb_2.png,2.2
166.png,166_len4_len1_gn_2.png,3.2
330.png,330_len3_gb_1.png,3.8
345.png,345_len2_len5_st_2.png,2.1
48.png,48_len4_len1_st_3.png,2.6
44.png,44_len2_len6_st_1.png,3.0
7.png,7_len4_bd_3.png,2.0
331.png,331_len3_len5_gn_3.png,2.2
51.png,51_len3_st_2.png,3.0
70.png,70_len1_bd_1.png,3.0
242.png,242_len1_len4_st_2.png,2.666666667
175.png,175_len5_len2_gn_1.png,4.1
377.png,377_len4_gb_3.png,2.0
316.png,316_len5_bd_2.png,2.9
94.png,94_len5_len2_gb_1.png,3.2
23.png,23_len4_bd_3.png,2.0
180.png,180_len3_len6_bd_1.png,3.2
391.png,391_len4_len1_gn_2.png,3.2
51.png,51_len3_len1_st_2.png,2.444444444
213.png,213_len4_gb_1.png,3.222222222
277.png,277_len4_bd_1.png,3.1
135.png,135_len5_gb_2.png,2.9
43.png,43_len6_len4_gb_2.png,2.2
392.png,392_len5_gn_2.png,3.444444444
79.png,79_len1_gn_3.png,2.444444444
219.png,219_len3_len5_gn_3.png,2.2
244.png,244_len4_len1_st_1.png,2.555555556
297.png,297_len2_gn_2.png,2.8
430.png,430_len4_bd_1.png,3.4
402.png,402_len3_len6_gb_3.png,1.666666667
60.png,60_len1_bd_1.png,3.222222222
146.png,146_len4_gb_1.png,3.2
188.png,188_len2_len5_gb_2.png,2.2
397.png,397_len6_len2_gn_3.png,2.625
2.png,2_len2_len5_bd_1.png,2.6
123.png,123_len4_len1_gn_2.png,2.3
173.png,173_len4_gn_1.png,3.444444444
217.png,217_len2_len5_st_1.png,3.111111111
1.png,1_len3_bd_2.png,2.555555556
419.png,419_len5_len2_bd_3.png,2.428571429
397.png,397_len6_bd_1.png,3.333333333
317.png,317_len5_gn_1.png,2.888888889
197.png,197_len1_len4_st_1.png,1.888888889
406.png,406_len5_gn_2.png,2.8
265.png,265_len4_bd_1.png,2.9
202.png,202_len2_len5_gn_2.png,3.0
184.png,184_len6_gn_3.png,2.444444444
253.png,253_len2_len5_st_3.png,2.333333333
255.png,255_len5_len1_st_2.png,3.222222222
409.png,409_len2_gn_3.png,2.888888889
7.png,7_len4_bd_1.png,3.1
19.png,19_len2_len6_bd_2.png,2.2
180.png,180_len3_len6_gb_3.png,2.0
273.png,273_len3_len6_bd_1.png,2.9
41.png,41_len3_st_2.png,3.222222222
56.png,56_len1_gb_1.png,3.4
2.png,2_len2_gb_3.png,2.5
379.png,379_len5_st_2.png,2.3
130.png,130_len2_len4_gb_2.png,2.444444444
294.png,294_len2_gn_3.png,2.8
132.png,132_len6_gn_2.png,3.0
239.png,239_len4_gn_3.png,2.888888889
417.png,417_len2_bd_2.png,3.1
269.png,269_len3_len5_st_3.png,2.125
25.png,25_len2_len6_gb_3.png,2.1
370.png,370_len2_len6_bd_1.png,3.0
27.png,27_len1_st_3.png,1.888888889
147.png,147_len5_len2_st_1.png,3.2
37.png,37_len5_len2_st_1.png,2.75
324.png,324_len5_gb_2.png,2.7
260.png,260_len4_len6_gb_3.png,2.2
120.png,120_len1_len4_st_2.png,2.0
213.png,213_len4_st_2.png,2.333333333
246.png,246_len4_len2_bd_1.png,3.0
263.png,263_len3_st_3.png,2.125
101.png,101_len1_bd_3.png,2.444444444
2.png,2_len2_gn_3.png,3.0
272.png,272_len3_len6_gb_1.png,3.3
195.png,195_len4_len1_gb_1.png,2.8
154.png,154_len3_len6_gn_3.png,2.7
198.png,198_len2_len5_gb_3.png,1.8
14.png,14_len2_gn_1.png,4.222222222
334.png,334_len2_len4_bd_1.png,3.375
68.png,68_len3_len5_gn_3.png,2.6
262.png,262_len3_gn_1.png,3.222222222
276.png,276_len6_bd_2.png,2.8
146.png,146_len4_st_1.png,2.8
321.png,321_len2_st_3.png,2.0
197.png,197_len1_gb_2.png,3.1
129.png,129_len2_gn_1.png,2.9
117.png,117_len3_gb_3.png,2.3
316.png,316_len5_st_2.png,2.555555556
229.png,229_len1_gb_1.png,3.8
428.png,428_len3_st_3.png,2.222222222
207.png,207_len1_len4_gn_1.png,3.2
144.png,144_len2_st_1.png,4.0
401.png,401_len1_bd_3.png,2.2
201.png,201_len2_len5_bd_3.png,2.2
25.png,25_len2_st_2.png,3.0
414.png,414_len2_len5_st_2.png,2.2
62.png,62_len5_len2_st_1.png,2.6
194.png,194_len4_len1_bd_1.png,3.3
265.png,265_len4_len1_gb_2.png,2.8
427.png,427_len4_gn_3.png,2.8
201.png,201_len2_len5_st_1.png,2.444444444
319.png,319_len3_len6_gn_2.png,2.5
112.png,112_len2_len4_gb_3.png,2.0
13.png,13_len4_gn_2.png,3.222222222
19.png,19_len2_st_1.png,2.9
53.png,53_len4_gb_1.png,3.4
195.png,195_len4_gb_1.png,3.222222222
138.png,138_len4_len1_st_3.png,2.2
208.png,208_len4_gb_3.png,1.8
221.png,221_len6_len3_gn_3.png,2.777777778
170.png,170_len2_st_2.png,2.777777778
381.png,381_len1_bd_1.png,3.666666667
46.png,46_len2_bd_1.png,2.888888889
425.png,425_len3_gn_3.png,2.8
353.png,353_len2_len5_st_2.png,1.8
120.png,120_len1_gn_1.png,3.8
80.png,80_len3_len5_st_2.png,2.1
226.png,226_len5_gn_3.png,3.1
73.png,73_len4_len1_bd_3.png,1.6
397.png,397_len6_gb_3.png,2.5
122.png,122_len1_len4_bd_1.png,2.6
41.png,41_len3_len6_gn_3.png,2.5
97.png,97_len4_gb_3.png,3.1
214.png,214_len3_len6_bd_3.png,1.8
279.png,279_len5_len3_gb_1.png,2.75
198.png,198_len2_len5_gn_3.png,2.8
164.png,164_len6_st_3.png,2.666666667
387.png,387_len1_len4_st_1.png,3.2
324.png,324_len5_len3_gb_1.png,2.8
119.png,119_len3_len6_bd_3.png,1.7
254.png,254_len1_len4_gn_3.png,2.6
307.png,307_len4_gn_1.png,3.6
207.png,207_len1_gb_2.png,2.2
186.png,186_len2_len5_bd_2.png,2.4
293.png,293_len6_gn_3.png,3.111111111
25.png,25_len2_gb_2.png,3.0
361.png,361_len2_len4_st_2.png,2.0
295.png,295_len3_len6_st_3.png,2.8
402.png,402_len3_len6_bd_3.png,2.0
233.png,233_len4_len1_st_3.png,1.8
209.png,209_len3_len6_st_3.png,2.2
131.png,131_len6_gb_1.png,3.1
210.png,210_len1_len5_gn_2.png,2.555555556
172.png,172_len4_len1_st_3.png,1.2
21.png,21_len6_len2_gn_3.png,2.7
418.png,418_len5_len3_gb_2.png,2.7
340.png,340_len3_len5_bd_3.png,1.8
334.png,334_len2_gn_2.png,3.111111111
392.png,392_len5_len2_bd_2.png,3.1
255.png,255_len5_gn_3.png,3.1
271.png,271_len5_bd_2.png,2.4
373.png,373_len2_bd_2.png,3.2
143.png,143_len5_gb_3.png,2.5
308.png,308_len1_bd_2.png,2.0
44.png,44_len2_gn_2.png,3.1
195.png,195_len4_st_2.png,2.142857143
115.png,115_len6_len3_gb_2.png,2.625
14.png,14_len2_st_1.png,3.142857143
94.png,94_len5_gn_2.png,3.4
105.png,105_len5_bd_2.png,2.666666667
81.png,81_len4_len6_st_1.png,2.4
193.png,193_len4_bd_2.png,2.7
262.png,262_len3_st_1.png,2.444444444
221.png,221_len6_len3_gb_2.png,3.1
15.png,15_len2_gn_1.png,3.8
175.png,175_len5_len2_gn_2.png,3.3
275.png,275_len3_gn_1.png,3.444444444
199.png,199_len2_len5_bd_1.png,2.333333333
31.png,31_len3_gb_3.png,2.2
399.png,399_len2_gb_2.png,3.1
319.png,319_len3_st_2.png,2.222222222
182.png,182_len1_len4_gb_2.png,3.0
223.png,223_len3_len6_st_2.png,2.666666667
42.png,42_len3_bd_3.png,3.0
236.png,236_len5_gb_3.png,2.5
45.png,45_len2_bd_3.png,1.8
189.png,189_len4_gb_3.png,2.1
121.png,121_len1_st_1.png,3.2
85.png,85_len2_gb_2.png,2.555555556
268.png,268_len4_bd_2.png,3.2
64.png,64_len1_gb_2.png,3.0
254.png,254_len1_len4_bd_3.png,1.0
247.png,247_len1_len5_gb_3.png,2.0
137.png,137_len4_st_1.png,2.888888889
64.png,64_len1_len5_bd_1.png,2.75
231.png,231_len1_st_2.png,3.333333333
153.png,153_len1_len4_gn_1.png,3.3
120.png,120_len1_gn_2.png,3.333333333
328.png,328_len2_len5_bd_1.png,2.666666667
308.png,308_len1_len5_st_1.png,2.888888889
399.png,399_len2_len5_st_3.png,1.777777778
351.png,351_len2_st_1.png,3.0
387.png,387_len1_len4_gn_3.png,3.0
154.png,154_len3_len6_st_1.png,4.0
381.png,381_len1_st_1.png,4.0
198.png,198_len2_len5_bd_3.png,2.0
305.png,305_len2_len5_st_2.png,2.2
223.png,223_len3_gb_3.png,2.714285714
82.png,82_len1_len3_gn_3.png,2.6
241.png,241_len4_st_3.png,2.25
84.png,84_len4_gb_1.png,3.111111111
227.png,227_len2_len5_bd_1.png,3.555555556
170.png,170_len2_len5_st_2.png,1.8
155.png,155_len2_len5_gb_3.png,1.8
168.png,168_len5_len2_bd_2.png,2.2
97.png,97_len4_gb_1.png,4.0
414.png,414_len2_len5_gn_3.png,2.2
196.png,196_len2_bd_2.png,3.2
280.png,280_len6_len3_gb_2.png,2.2
169.png,169_len6_len3_st_3.png,1.555555556
27.png,27_len1_st_1.png,3.111111111
210.png,210_len1_bd_2.png,2.777777778
102.png,102_len2_gb_1.png,3.7
76.png,76_len5_st_3.png,2.6
289.png,289_len4_len2_bd_3.png,2.333333333
32.png,32_len2_st_3.png,2.5
392.png,392_len5_bd_1.png,3.2
235.png,235_len6_bd_2.png,3.2
118.png,118_len3_len6_gb_2.png,2.2
19.png,19_len2_len6_gb_2.png,2.25
309.png,309_len3_len6_st_3.png,2.333333333
245.png,245_len2_gn_1.png,3.444444444
85.png,85_len2_len5_gn_1.png,3.3
41.png,41_len3_len6_gb_2.png,2.8
5.png,5_len5_len3_bd_1.png,3.5
343.png,343_len3_len5_gn_2.png,3.0
170.png,170_len2_len5_bd_2.png,2.777777778
303.png,303_len5_st_1.png,3.2
81.png,81_len4_len6_st_2.png,1.777777778
133.png,133_len1_bd_2.png,2.5
425.png,425_len3_gb_3.png,2.5
55.png,55_len5_bd_3.png,2.2
299.png,299_len1_st_1.png,3.2
94.png,94_len5_gn_1.png,3.625
6.png,6_len4_len1_gb_3.png,1.888888889
335.png,335_len5_gn_2.png,2.8
353.png,353_len2_gb_2.png,3.444444444
414.png,414_len2_gn_2.png,2.777777778
116.png,116_len6_len2_gn_3.png,2.2
107.png,107_len1_len4_st_3.png,2.0
327.png,327_len5_gn_1.png,3.375
276.png,276_len6_len3_bd_1.png,3.0
109.png,109_len3_len6_gb_1.png,3.8
40.png,40_len6_len3_bd_2.png,3.2
309.png,309_len3_len6_gb_1.png,3.8
203.png,203_len6_gb_3.png,1.9
13.png,13_len4_len1_bd_1.png,3.0
52.png,52_len1_len4_bd_1.png,3.0
66.png,66_len4_st_3.png,1.8
295.png,295_len3_len6_gb_2.png,2.2
266.png,266_len2_len5_gb_1.png,3.2
118.png,118_len3_len6_gn_1.png,3.7
20.png,20_len3_len6_gn_3.png,2.5
172.png,172_len4_len1_bd_1.png,3.1
56.png,56_len1_len4_gn_1.png,3.0
130.png,130_len2_len4_bd_1.png,2.7
156.png,156_len1_st_3.png,2.2
58.png,58_len2_len4_bd_1.png,3.333333333
238.png,238_len5_gb_3.png,2.3
242.png,242_len1_gb_1.png,3.2
109.png,109_len3_len6_bd_3.png,2.2
265.png,265_len4_gn_3.png,2.625
143.png,143_len5_bd_1.png,3.0
304.png,304_len3_len6_gn_2.png,2.6
386.png,386_len5_len3_gn_2.png,2.9
184.png,184_len6_bd_1.png,2.7
302.png,302_len2_len6_bd_2.png,2.2
57.png,57_len1_len4_gn_3.png,3.0
425.png,425_len3_bd_1.png,3.3
297.png,297_len2_gb_1.png,3.111111111
219.png,219_len3_len5_bd_1.png,2.2
75.png,75_len3_len1_st_2.png,2.2
401.png,401_len1_len4_gb_1.png,3.1
303.png,303_len5_gn_1.png,3.8
389.png,389_len5_gn_2.png,3.3
84.png,84_len4_len1_st_1.png,2.333333333
181.png,181_len2_gn_3.png,3.4
399.png,399_len2_gn_1.png,2.8
344.png,344_len2_len5_gn_2.png,2.5
18.png,18_len5_st_2.png,3.125
198.png,198_len2_len5_bd_1.png,3.428571429
162.png,162_len1_bd_1.png,3.1
295.png,295_len3_st_1.png,4.0
187.png,187_len5_len2_st_1.png,3.111111111
302.png,302_len2_st_3.png,2.777777778
106.png,106_len6_len2_gb_1.png,2.8
258.png,258_len2_gb_3.png,2.555555556
370.png,370_len2_gb_3.png,2.555555556
226.png,226_len5_len2_gb_2.png,2.1
